id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,clean_text,word_count,char_count,is_short,signal_conflict,was_negative_yesterday,stress_energy_gap
939,actually helped,mountain,10,8.0,4,5,night,mixed,neutral_face,vague,mixed,1,actually helped,2,15,1,0,1,1
940,"after the session i felt drained and behind, but i was more tired than i thought.",rain,35,6.0,5,2,afternoon,neutral,tired_face,conflicted,overwhelmed,4,session felt drained behind tired thought,16,81,0,0,0,-3
941,somehow i felt okay overall. sleep probably affected it.,cafe,12,4.0,3,5,morning,restless,tense_face,clear,neutral,2,somehow felt okay overall sleep probably affected,9,56,0,0,1,2
942,ended up heavy in the chest. i kept thinking about emails.,rain,10,7.0,2,5,afternoon,neutral,tense_face,clear,overwhelmed,2,ended heavy chest kept thinking emails,11,58,0,0,0,3
943,"somehow i felt drained and behind, but i was more tired than i thought.",ocean,35,7.0,3,1,night,restless,none,conflicted,overwhelmed,1,somehow felt drained behind tired thought,14,71,0,0,1,-2
944,not gonna lie i felt restless even after. it took time to click.,mountain,4,6.0,5,5,night,mixed,neutral_face,conflicted,restless,2,not gonna lie felt restless even took time click,13,64,0,0,1,0
945,mind racing,ocean,35,4.0,4,3,afternoon,focused,none,clear,mixed,2,mind racing,2,11,1,0,0,-1
946,"started off more tired than i expected, but this was better than yesterday.",forest,30,6.0,5,1,evening,focused,neutral_face,clear,overwhelmed,4,started tired expected better yesterday,13,75,0,0,0,-4
947,"for a while i was less tense, but the rain helped a little.",cafe,10,3.5,4,3,evening,focused,tired_face,conflicted,calm,5,less tense rain helped little,13,59,0,0,0,-1
948,felt better ...,mountain,4,6.0,3,5,night,mixed,neutral_face,vague,mixed,4,felt better,3,15,1,0,1,2
949,somehow i felt better but not fully okay. cafe ambience weirdly helped.,cafe,12,7.0,3,3,night,neutral,none,conflicted,mixed,5,somehow felt better not fully okay cafe ambience weirdly helped,12,71,0,0,0,0
950,started off half relaxed half distracted. i was more tired than i thought. then it faded again.,mountain,35,6.0,1,4,night,focused,none,conflicted,mixed,3,started half relaxed half distracted tired thought faded,17,95,0,0,0,3
951,today i was better but not fully okay. i couldn't tell if it was helping at first.,forest,35,5.0,1,1,afternoon,mixed,neutral_face,conflicted,mixed,3,today better not fully okay tell helping first,17,82,0,0,1,0
952,after the session i felt a lot quieter inside. my breathing slowed for a moment.,cafe,4,7.0,4,4,night,focused,tired_face,conflicted,calm,2,session felt lot quieter inside breathing slowed moment,15,80,0,0,0,0
953,"i noticed i was unable to come down from the day, but i stayed with it anyway.",ocean,20,6.0,1,4,afternoon,restless,happy_face,vague,overwhelmed,1,noticed unable come day stayed anyway,17,78,0,1,1,3
954,by the end i was like everything piled up. i was more tired than i thought. then it faded again.,ocean,20,8.5,4,2,afternoon,restless,none,conflicted,overwhelmed,3,end like everything piled tired thought faded,20,96,0,0,1,-2
955,started off calmer on the surface but still busy underneath. it took time to click.,cafe,25,3.5,1,5,evening,mixed,none,vague,mixed,2,started calmer surface still busy underneath took time click,15,83,0,0,1,4
956,"for a while i was actually able to focus, but forest sounds worked for a bit. ...",ocean,10,7.0,1,3,afternoon,neutral,tense_face,vague,focused,4,actually able focus forest sounds worked bit,17,81,0,0,0,2
957,"today i was all over the place, but i was more tired than i thought. ...",rain,25,8.5,3,5,afternoon,focused,none,vague,restless,1,today place tired thought,16,72,0,0,0,2
958,woke up feeling unable to come down from the day. i kept thinking about emails. still not fully there though.,mountain,10,5.0,1,5,afternoon,overwhelmed,tense_face,clear,overwhelmed,5,woke feeling unable come day kept thinking emails still not fully though,20,109,0,0,1,4
959,started off drained and behind. i kept thinking about emails.,cafe,10,5.0,2,3,night,focused,none,clear,overwhelmed,4,started drained behind kept thinking emails,10,61,0,0,0,1
960,"ended up not bad but not clear eitehr, but i had to restart once.",ocean,15,7.0,3,3,evening,calm,none,clear,mixed,3,ended not bad not clear eitehr restart,14,65,0,0,0,0
961,after the session i felt mentally flooded. it took time to click.,ocean,15,4.0,2,1,morning,mixed,happy_face,conflicted,overwhelmed,3,session felt mentally flooded took time click,12,65,0,0,1,-1
962,honestly i felt kind of blank. cafe ambience weirdly helped.,forest,25,8.0,2,5,night,neutral,calm_face,vague,neutral,2,honestly felt kind blank cafe ambience weirdly helped,10,60,0,0,0,3
963,"today i was kind of jumpy, but it took time to click.",ocean,7,3.5,4,2,night,calm,happy_face,vague,restless,3,today kind jumpy took time click,12,53,0,0,0,-2
964,somehow i felt pretty even. forest sounds worked for a bit.,mountain,35,8.0,1,5,morning,restless,none,vague,neutral,4,somehow felt pretty even forest sounds worked bit,11,59,0,0,1,4
965,okay session,ocean,7,5.0,3,4,afternoon,calm,tired_face,vague,calm,2,okay session,2,12,1,0,0,1
966,felt better,cafe,20,7.0,4,3,afternoon,restless,happy_face,conflicted,overwhelmed,2,felt better,2,11,1,0,1,-1
967,"kind of felt more at ease, but my breathing slowed for a moment.",rain,12,6.0,3,3,afternoon,neutral,neutral_face,conflicted,calm,4,kind felt ease breathing slowed moment,13,64,0,0,0,0
968,"ended up unable to come down from the day, but i had to restart once.",ocean,10,8.0,1,4,evening,mixed,neutral_face,clear,overwhelmed,3,ended unable come day restart,15,69,0,0,1,3
969,bit restless,ocean,25,5.0,5,1,morning,mixed,neutral_face,conflicted,calm,5,bit restless,2,12,1,0,1,-4
970,"kind of felt locked in for a bit, but i couldn't tell if it was helping at first.",cafe,20,7.0,2,2,afternoon,neutral,happy_face,vague,focused,5,kind felt locked bit tell helping first,18,81,0,0,0,0
971,a little lighter,rain,35,5.0,3,4,morning,restless,tense_face,conflicted,restless,5,little lighter,3,16,1,0,1,1
972,not gonna lie i felt all over the place. the rain helped a little.,mountain,12,8.5,5,2,night,calm,none,clear,restless,5,not gonna lie felt place rain helped little,14,66,0,0,0,-3
973,kind of felt itchy in my head. cafe ambience weirdly helped. still not fully there though.,forest,15,4.0,5,2,afternoon,mixed,none,conflicted,restless,3,kind felt itchy head cafe ambience weirdly helped still not fully though,16,90,0,0,1,-3
974,honestly i felt able to think straight. i was more tired than i thought.,ocean,30,5.0,5,1,evening,mixed,neutral_face,vague,focused,2,honestly felt able think straight tired thought,14,72,0,0,1,-4
975,woke up feeling mentally flooded. ocean audio was nice.,rain,18,8.5,2,2,morning,calm,happy_face,vague,overwhelmed,1,woke feeling mentally flooded ocean audio nice,9,55,0,0,0,0
976,felt better,forest,15,8.0,5,5,afternoon,focused,tired_face,clear,mixed,1,felt better,2,11,1,0,0,0
977,kind of felt able to think straight. i was more tired than i thought.,mountain,4,7.0,4,3,afternoon,calm,none,vague,focused,2,kind felt able think straight tired thought,14,69,0,0,0,-1
978,by the end i was more at ease. this was better than yesterday. still not fully there though.,rain,7,7.0,4,4,morning,mixed,calm_face,clear,calm,1,end ease better yesterday still not fully though,18,92,0,0,1,0
979,okay session,rain,4,8.5,4,5,evening,focused,tense_face,conflicted,mixed,1,okay session,2,12,1,0,0,1
980,actually helped,ocean,15,5.0,2,1,night,calm,none,conflicted,mixed,3,actually helped,2,15,1,0,0,-1
981,lowkey felt half relaxed half distracted. cafe ambience weirdly helped.,ocean,18,4.0,5,3,evening,neutral,neutral_face,clear,mixed,3,lowkey felt half relaxed half distracted cafe ambience weirdly helped,10,71,0,0,0,-2
982,woke up feeling fine i guess. i stayed with it anyway. then it faded again.,cafe,18,6.0,2,2,afternoon,mixed,neutral_face,clear,neutral,4,woke feeling fine guess stayed anyway faded,15,75,0,0,1,0
983,"kind of felt lighter than before, but i couldn't tell if it was helping at first.",mountain,18,4.0,3,1,evening,neutral,neutral_face,clear,calm,5,kind felt lighter tell helping first,16,81,0,0,0,-2
984,okay session,cafe,4,3.5,5,5,night,focused,tired_face,clear,focused,5,okay session,2,12,1,0,0,0
985,a little lighter,ocean,7,8.5,3,4,afternoon,overwhelmed,happy_face,vague,calm,1,little lighter,3,16,1,1,1,1
986,fine i guess,rain,10,6.0,5,5,afternoon,overwhelmed,happy_face,vague,calm,5,fine guess,3,12,1,1,1,0
987,"not gonna lie i felt clear enough to plan, but cafe ambience weirdly helped.",rain,5,7.0,5,2,night,restless,none,clear,focused,5,not gonna lie felt clear enough plan cafe ambience weirdly helped,14,76,0,0,1,-3
988,after the session i felt split between calm and tension. i couldn't tell if it was helping at first. still not fully there though.,mountain,12,8.0,1,2,morning,neutral,tense_face,conflicted,mixed,5,session felt split calm tension tell helping first still not fully though,24,130,0,0,0,1
989,honestly i felt steady but nothing major. i had to restart once. still not fully there though.,cafe,25,5.0,4,3,afternoon,overwhelmed,neutral_face,vague,neutral,4,honestly felt steady nothing major restart still not fully though,17,94,0,0,1,-1
990,"kind of felt restless even after, but i had to restart once.",rain,18,7.0,4,2,afternoon,overwhelmed,happy_face,vague,restless,2,kind felt restless even restart,12,60,0,0,1,-2
991,"lowkey felt pretty overloaded, but i was more tired than i thought.",ocean,35,3.5,2,1,night,focused,none,conflicted,overwhelmed,4,lowkey felt pretty overloaded tired thought,12,67,0,0,0,-1
992,actually helped,cafe,7,6.0,5,5,morning,overwhelmed,calm_face,conflicted,overwhelmed,2,actually helped,2,15,1,0,1,0
993,somehow i felt lighter than before. i was more tired than i thought. after that i could continue.,rain,10,4.0,5,4,morning,focused,tired_face,conflicted,calm,5,somehow felt lighter tired thought could continue,18,97,0,0,0,-1
994,by the end i was unable to come down from the day. my breathing slowed for a moment.,mountain,30,6.0,4,1,afternoon,neutral,none,conflicted,overwhelmed,1,end unable come day breathing slowed moment,18,84,0,0,0,-3
995,hard to focus,rain,30,3.5,1,3,afternoon,mixed,tired_face,clear,focused,2,hard focus,3,13,1,0,1,2
996,mixed honestly,rain,4,3.5,4,5,morning,overwhelmed,neutral_face,conflicted,mixed,2,mixed honestly,2,14,1,0,1,1
997,"not gonna lie i felt calmer on the surface but still busy underneath, but my breathing slowed for a moment.",mountain,35,8.0,3,1,afternoon,overwhelmed,tired_face,conflicted,mixed,3,not gonna lie felt calmer surface still busy underneath breathing slowed moment,20,107,0,0,1,-2
998,for a while i was mentally flooded. tehn my mind wandered again.,mountain,4,8.0,1,2,afternoon,restless,calm_face,clear,overwhelmed,5,mentally flooded tehn mind wandered,12,64,0,0,1,1
999,i noticed i was pretty even. sleep probably affected it.,rain,10,8.5,5,4,evening,mixed,none,conflicted,neutral,4,noticed pretty even sleep probably affected,10,56,0,0,1,-1
1000,lowkey felt in between. then my mind wandered again.,rain,25,5.0,4,5,evening,neutral,happy_face,clear,mixed,3,lowkey felt mind wandered,9,52,0,1,0,1
1001,"lowkey felt locked in for a bit, but mountain visuals made it easier to pause.",cafe,25,3.5,4,1,afternoon,mixed,none,clear,focused,1,lowkey felt locked bit mountain visuals made easier pause,15,78,0,0,1,-3
1002,after the session i felt restless even after. i couldn't tell if it was helping at first.,mountain,10,7.0,2,4,night,unknown,happy_face,conflicted,restless,2,session felt restless even tell helping first,17,89,0,1,0,2
1003,"ended up itchy in my head, but cafe ambience weirdly helped.",forest,18,8.5,1,3,afternoon,overwhelmed,neutral_face,vague,restless,5,ended itchy head cafe ambience weirdly helped,11,60,0,0,1,2
1004,today i was steady but nothing major. the rain helped a little. that part surprised me.,forest,20,7.0,1,3,evening,overwhelmed,happy_face,vague,neutral,4,today steady nothing major rain helped little part surprised,16,87,0,0,1,2
1005,not gonna lie i felt more at ease. the rain helped a little.,cafe,30,8.0,5,3,evening,focused,calm_face,vague,calm,5,not gonna lie felt ease rain helped little,13,60,0,0,0,-2
1006,not gonna lie i felt kind of blank. i kept thinking about emails.,forest,5,5.0,3,1,night,restless,happy_face,conflicted,neutral,5,not gonna lie felt kind blank kept thinking emails,13,65,0,0,1,-2
1007,"started off split between calm and tension, but i had to restart once.",ocean,35,8.0,5,5,morning,restless,none,vague,mixed,1,started split calm tension restart,13,70,0,0,1,0
1008,woke up feeling surprisingly okay. this was better than yesterday.,mountain,18,5.0,2,5,evening,neutral,happy_face,conflicted,calm,4,woke feeling surprisingly okay better yesterday,10,66,0,1,0,3
1009,by teh end i was not bad but not clear eitehr. i couldn't tell if it was helping at first. that part surprised me.,cafe,35,8.5,3,1,morning,neutral,none,clear,mixed,1,teh end not bad not clear eitehr tell helping first part surprised,24,114,0,0,0,-2
1010,somehow i felt okay overall. then my mind wandered again. not sure why but it shifted.,mountain,15,6.0,5,2,night,focused,tense_face,conflicted,neutral,1,somehow felt okay overall mind wandered not sure shifted,16,86,0,0,0,-3
1011,for a while i was mostly the same. sleep probably affected it.,ocean,35,4.0,5,2,night,restless,tense_face,vague,neutral,1,mostly sleep probably affected,12,62,0,0,1,-3
1012,ended up locked in for a bit. ocean audio was nice. not sure why but it shifted.,cafe,25,3.5,3,1,afternoon,unknown,none,vague,focused,1,ended locked bit ocean audio nice not sure shifted,17,80,0,0,0,-2
1013,honestly i felt clear enough to plan. i had to restart once.,forest,35,3.5,3,1,evening,overwhelmed,none,clear,focused,1,honestly felt clear enough plan restart,12,60,0,0,1,-2
1014,more clear today,rain,18,7.0,2,5,night,overwhelmed,calm_face,vague,calm,2,clear today,3,16,1,0,1,3
1015,tired but okay,ocean,5,5.0,5,2,morning,overwhelmed,tired_face,conflicted,overwhelmed,4,tired okay,3,14,1,0,1,-3
1016,mixed honestly,ocean,18,6.0,4,4,morning,focused,tense_face,vague,restless,4,mixed honestly,2,14,1,0,0,0
1017,somehow i felt unable to come down from the day. forest sounds worked for a bit. ...,cafe,20,3.5,5,1,afternoon,neutral,none,clear,overwhelmed,1,somehow felt unable come day forest sounds worked bit,17,84,0,0,0,-4
1018,woke up feeling surprisingly okay. ocean audio was nice.,mountain,20,7.0,2,3,morning,neutral,happy_face,vague,calm,3,woke feeling surprisingly okay ocean audio nice,9,56,0,0,0,1
1019,ended up not very different. forest sounds worked for a bit.,mountain,10,7.0,2,4,afternoon,overwhelmed,tense_face,vague,neutral,4,ended not different forest sounds worked bit,11,60,0,0,1,2
1020,"kind of felt unable to come down from the day, but i had to restart once.",forest,10,8.5,2,3,morning,overwhelmed,neutral_face,vague,overwhelmed,4,kind felt unable come day restart,16,73,0,0,1,1
1021,somehow i felt more settled. forest sounds worked for a bit. ...,rain,20,3.5,2,1,night,overwhelmed,none,vague,calm,4,somehow felt settled forest sounds worked bit,12,64,0,0,1,-1
1022,not gonna lie i felt restless even after. ocean audio was nice.,mountain,18,8.0,1,1,night,calm,happy_face,conflicted,restless,4,not gonna lie felt restless even ocean audio nice,12,63,0,0,0,0
1023,i noticed i was in between. i had to restart once.,mountain,35,4.0,5,4,afternoon,calm,neutral_face,clear,mixed,5,noticed restart,11,50,0,0,0,-1
1024,started off more tired than i expected. i stayed with it anyway.,ocean,10,3.5,5,5,afternoon,restless,none,conflicted,overwhelmed,5,started tired expected stayed anyway,12,64,0,0,1,0
